ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;4
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;124
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;7
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;156
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;101
2018;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Vecchio Ordinamento;01;Education;F;1
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;01;Education;F;110
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;01;Education;M;3
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;325
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;122
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;143
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;180
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;222
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;486
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;177
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;117
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;7
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;39
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;189
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;335
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;09;Health and welfare;F;555
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;09;Health and welfare;M;228
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;10;Services;F;65
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;10;Services;M;119
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;01;Education;F;21
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;01;Education;M;4
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;137
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;49
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;146
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;275
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;200
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;211
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;175
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;95
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;7
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;93
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;258
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;F;121
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;71
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;10;Services;F;46
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;10;Services;M;32
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;2
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;156
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;97
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;21
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;21
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;161
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;110
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;12
2018;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;4
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;01;Education;F;83
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;01;Education;M;5
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;1451
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;536
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;919
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;538
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;335
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;349
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;604
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;501
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;20
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;97
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;590
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;1046
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;09;Health and welfare;F;1565
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;09;Health and welfare;M;848
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;10;Services;F;78
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;10;Services;M;24
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;01;Education;F;24
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;01;Education;M;2
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;721
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;310
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;1055
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;443
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;380
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;328
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;495
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;410
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;15
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;67
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;424
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;860
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;13
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;4
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;F;223
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;72
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;457
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;217
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;264
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;176
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;856
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;470
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;14
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;9
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;20
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;11
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;18
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;12
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;6
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;4
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;1
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;9
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;9
2018;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;3
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;02;Arts and humanities;F;162
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;02;Arts and humanities;M;46
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;67
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;312
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;04;Business, administration and law;F;95
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;04;Business, administration and law;M;73
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;136
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;44
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;13
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;22
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;66
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;141
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;82
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;21
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;22
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;9
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;51
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;53
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;48
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;19
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;1
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;9
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;39
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;48
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;20
2018;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;9
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea;02;Arts and humanities;F;15
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea;02;Arts and humanities;M;13
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;F;50
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;M;26
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;F;45
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;M;14
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;30
2018;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;19
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;01;Education;F;94
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;01;Education;M;5
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;02;Arts and humanities;F;141
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;02;Arts and humanities;M;62
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;F;358
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;03;Social sciences, journalism and information;M;135
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;04;Business, administration and law;F;181
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;04;Business, administration and law;M;160
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;139
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;114
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;7
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;49
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;36
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;145
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;89
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;81
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;09;Health and welfare;F;291
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;09;Health and welfare;M;109
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;10;Services;F;33
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea;10;Services;M;99
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;01;Education;F;38
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;01;Education;M;10
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;F;127
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;02;Arts and humanities;M;41
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;83
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;44
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;04;Business, administration and law;F;112
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;04;Business, administration and law;M;91
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;173
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;131
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;12
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;43
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;105
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;31
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;30
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;09;Health and welfare;F;62
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;09;Health and welfare;M;33
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;10;Services;F;2
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale;10;Services;M;14
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;90
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;2
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;118
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;69
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;29
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;26
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;56
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;14
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;236
2018;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;159
2018;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Laurea;02;Arts and humanities;F;263
2018;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Laurea;02;Arts and humanities;M;56
2018;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;60
2018;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;12
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;01;Education;F;67
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;01;Education;M;14
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;F;187
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;M;81
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;153
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;147
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;F;114
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;M;135
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;115
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;75
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;19
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;51
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;F;245
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;M;83
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;F;24
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;M;2
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;108
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;47
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;103
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;58
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;123
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;154
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;115
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;68
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;9
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;32
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;16
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;9
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;120
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;69
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;237
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;144
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;1
2018;05201;Siena - Universit  degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;2
